index,NIN,count,durability,buy_price,sell_price,field3,field4,field5,tag,bool1,str2,str3,field10,field11,field12,field13,field14,field15,modEnchantData
192,3:suspicious_stir_fry,64,0,6.0,0.6,,4,1,森罗物语（厨房）,False,金币,金币,0,1.0,64,0.0,0.9,0.1,[]
193,3:dark_cuisine,64,0,6.0,0.6,,4,1,森罗物语（厨房）,False,金币,金币,0,1.0,64,0.0,0.9,0.1,[]
194,3:udon_noodle,64,0,38.0,28.0,,0,0,森罗物语（厨房）,False,金币,金币,0,1.0,5,0.15,0.9,0.1,[]
195,3:hui_noodle,64,0,38.0,28.0,,0,0,森罗物语（厨房）,False,金币,金币,0,1.0,5,0.15,0.9,0.1,[]
196,3:beef_noodle,64,0,38.0,28.0,,0,0,森罗物语（厨房）,False,金币,金币,0,1.0,5,0.15,0.9,0.1,[]
197,3:seafood_miso_soup,64,0,36.0,25.0,,0,0,森罗物语（厨房）,False,金币,金币,0,1.0,5,0.15,0.9,0.1,[]
198,3:pufferfish_soup,64,0,35.0,15.0,,0,0,森罗物语（厨房）,False,金币,金币,0,1.0,5,0.15,0.9,0.1,[]
199,3:pork_bone_soup,64,0,36.0,25.0,,0,0,森罗物语（厨房）,False,金币,金币,0,1.0,5,0.15,0.9,0.1,[]
200,3:braised_beef_with_potatoes,64,0,36.0,25.0,,0,0,森罗物语（厨房）,False,金币,金币,0,1.0,5,0.15,0.9,0.1,[]
201,3:lamb_and_radish_soup,64,0,36.0,25.0,,0,0,森罗物语（厨房）,False,金币,金币,0,1.0,5,0.15,0.9,0.1,[]
202,3:fearsome_thick_soup,64,0,35.0,22.0,,0,0,森罗物语（厨房）,False,金币,金币,0,1.0,5,0.15,0.9,0.1,[]
203,3:chicken_and_mushroom_stew,64,0,36.0,25.0,,0,0,森罗物语（厨房）,False,金币,金币,0,1.0,5,0.15,0.9,0.1,[]
204,3:borscht,64,0,36.0,25.0,,0,0,森罗物语（厨房）,False,金币,金币,0,1.0,5,0.15,0.9,0.1,[]
205,3:beef_meatball_soup,64,0,36.0,25.0,,0,0,森罗物语（厨房）,False,金币,金币,0,1.0,5,0.15,0.9,0.1,[]
206,3:tomato_beef_brisket_soup,64,0,36.0,25.0,,0,0,森罗物语（厨房）,False,金币,金币,0,1.0,5,0.15,0.9,0.1,[]
207,3:wild_mushroom_rabbit_soup,64,0,36.0,25.0,,0,0,森罗物语（厨房）,False,金币,金币,0,1.0,5,0.15,0.9,0.1,[]
208,3:sweet_and_sour_pork_rice_bowl,64,0,50.0,40.0,,0,0,森罗物语（厨房）,False,金币,金币,0,1.0,5,0.15,0.9,0.1,[]
209,3:stir_fried_pork_with_peppers_rice_bowl,64,0,50.0,40.0,,0,0,森罗物语（厨房）,False,金币,金币,0,1.0,5,0.15,0.9,0.1,[]
210,3:stir_fried_beef_offal_rice_bowl,64,0,50.0,40.0,,0,0,森罗物语（厨房）,False,金币,金币,0,1.0,5,0.15,0.9,0.1,[]
211,3:scramble_egg_with_tomatoes_rice_bowl,64,0,50.0,40.0,,0,0,森罗物语（厨房）,False,金币,金币,0,1.0,5,0.15,0.9,0.1,[]
212,3:fish_flavored_shredded_pork_rice_bowl,64,0,50.0,40.0,,0,0,森罗物语（厨房）,False,金币,金币,0,1.0,5,0.15,0.9,0.1,[]
213,3:braised_beef_rice_bowl,64,0,50.0,40.0,,0,0,森罗物语（厨房）,False,金币,金币,0,1.0,5,0.15,0.9,0.1,[]
214,3:sweet_and_sour_pork,64,0,25.0,20.0,,0,0,森罗物语（厨房）,False,金币,金币,0,1.0,10,0.1,0.9,0.1,[]
215,3:stir_fried_pork_with_peppers,64,0,25.0,20.0,,0,0,森罗物语（厨房）,False,金币,金币,0,1.0,10,0.1,0.9,0.1,[]
216,3:stir_fried_beef_offal,64,0,25.0,20.0,,0,0,森罗物语（厨房）,False,金币,金币,0,1.0,10,0.1,0.9,0.1,[]
217,3:scramble_egg_with_tomatoes,64,0,25.0,20.0,,0,0,森罗物语（厨房）,False,金币,金币,0,1.0,10,0.1,0.9,0.1,[]
218,3:fish_flavored_shredded_pork,64,0,25.0,20.0,,0,0,森罗物语（厨房）,False,金币,金币,0,1.0,10,0.1,0.9,0.1,[]
219,3:braised_beef,64,0,25.0,20.0,,0,0,森罗物语（厨房）,False,金币,金币,0,1.0,10,0.1,0.9,0.1,[]
220,3:fried_egg,64,0,6.0,3.0,,0,0,森罗物语（厨房）,False,金币,金币,0,1.0,10,0.1,0.9,0.1,[]
221,3:cooked_rice,64,0,12.0,8.0,,0,0,森罗物语（厨房）,False,金币,金币,0,1.0,10,0.1,0.9,0.1,[]
222,3:dumpling,64,0,20.0,15.0,,0,0,森罗物语（厨房）,False,金币,金币,0,1.0,10,0.1,0.9,0.1,[]
223,3:meat_pie,64,0,20.0,15.0,,0,0,森罗物语（厨房）,False,金币,金币,0,1.0,10,0.1,0.9,0.1,[]
224,3:samsa,64,0,20.0,15.0,,0,0,森罗物语（厨房）,False,金币,金币,0,1.0,10,0.1,0.9,0.1,[]
225,3:baozi,64,0,20.0,15.0,,0,0,森罗物语（厨房）,False,金币,金币,0,1.0,10,0.1,0.9,0.1,[]
226,3:mantou,64,0,15.0,12.0,,0,0,森罗物语（厨房）,False,金币,金币,0,1.0,10,0.1,0.9,0.1,[]
227,3:cooked_meatball,64,0,12.0,10.0,,0,0,森罗物语（厨房）,False,金币,金币,0,1.0,10,0.1,0.9,0.1,[]
228,3:cooked_pork_belly,64,0,10.0,6.0,,0,0,森罗物语（厨房）,False,金币,金币,0,1.0,10,0.1,0.9,0.1,[]
229,3:cooked_cut_small_meats,64,0,7.0,4.0,,0,0,森罗物语（厨房）,False,金币,金币,0,1.0,10,0.1,0.9,0.1,[]
230,3:cooked_cow_offal,64,0,8.0,5.0,,0,0,森罗物语（厨房）,False,金币,金币,0,1.0,10,0.1,0.9,0.1,[]
231,3:cooked_lamb_chops,64,0,8.0,5.0,,0,0,森罗物语（厨房）,False,金币,金币,0,1.0,10,0.1,0.9,0.1,[]
232,3:raw_meatball,64,0,5.0,3.0,,0,0,森罗物语（厨房）,False,金币,金币,0,1.0,20,0.1,0.9,0.1,[]
233,3:raw_cut_small_meats,64,0,5.0,3.0,,0,0,森罗物语（厨房）,False,金币,金币,0,1.0,20,0.1,0.9,0.1,[]
234,3:raw_pork_belly,64,0,5.0,3.0,,0,0,森罗物语（厨房）,False,金币,金币,0,1.0,20,0.1,0.9,0.1,[]
235,3:raw_cow_offal,64,0,5.0,3.0,,0,0,森罗物语（厨房）,False,金币,金币,0,1.0,20,0.1,0.9,0.1,[]
236,3:raw_lamb_chops,64,0,5.0,3.0,,0,0,森罗物语（厨房）,False,金币,金币,0,1.0,20,0.1,0.9,0.1,[]
237,3:sashimi,64,0,5.0,3.0,,0,0,森罗物语（厨房）,False,金币,金币,0,1.0,20,0.1,0.9,0.1,[]
238,3:caterpillar,64,0,6.6,6.6,,4,1,森罗物语（厨房）,False,金币,金币,0,1.0,1,0.0,0.9,0.1,[]
239,3:kaleidoscope_cookery_teapot,,0,30.0,0.0,,0,0,森罗物语（厨房）,False,金币,金币,0,1.0,64,0.0,0.9,0.1,[]
240,3:kitchenware_racks,64,0,20.0,0.0,,0,0,森罗物语（厨房）,False,金币,金币,0,1.0,64,0.0,0.9,0.1,[]
241,3:fruit_basket,64,0,20.0,0.0,,0,0,森罗物语（厨房）,False,金币,金币,0,1.0,64,0.0,0.9,0.1,[]
242,3:kaleidoscope_cookery_trash_can,64,0,30.0,0.0,,0,0,森罗物语（厨房）,False,金币,金币,0,1.0,64,0.0,0.9,0.1,[]
243,3:oil,64,0,5.0,2.5,,0,0,森罗物语（厨房）,False,金币,金币,0,1.0,20,0.1,0.9,0.1,[]
244,3:enamel_basin,64,0,20.0,0.0,,0,0,森罗物语（厨房）,False,金币,金币,0,1.0,64,0.0,0.9,0.1,[]
245,3:kaleidoscope_cookery_chopping_board,64,0,20.0,0.0,,0,0,森罗物语（厨房）,False,金币,金币,0,1.0,64,0.0,0.9,0.1,[]
246,3:steamer_no_items,64,0,20.0,0.0,,0,0,森罗物语（厨房）,False,金币,金币,0,1.0,64,0.0,0.9,0.1,[]
247,3:kaleidoscope_cookery_millstone,64,0,30.0,0.0,,0,0,森罗物语（厨房）,False,金币,金币,0,1.0,64,0.0,0.9,0.1,[]
248,3:shawarma_spit,64,0,30.0,0.0,,0,0,森罗物语（厨房）,False,金币,金币,0,1.0,64,0.0,0.9,0.1,[]
249,3:stockpot_lid,64,0,30.0,0.0,,0,0,森罗物语（厨房）,False,金币,金币,0,1.0,64,0.0,0.9,0.1,[]
250,3:kaleidoscope_cookery_stockpot,64,0,30.0,0.0,,0,0,森罗物语（厨房）,False,金币,金币,0,1.0,64,0.0,0.9,0.1,[]
251,3:kaleidoscope_cookery_pot,64,0,30.0,0.0,,0,0,森罗物语（厨房）,False,金币,金币,0,1.0,64,0.0,0.9,0.1,[]
252,3:kaleidoscope_cookery_stove,64,0,30.0,0.0,,0,0,森罗物语（厨房）,False,金币,金币,0,1.0,64,0.0,0.9,0.1,[]
253,3:manual,,0,1.0,0.1,,0,0,森罗物语（厨房）,False,金币,金币,0,1.0,64,0.0,0.9,0.1,[]
254,3:recipe_book,,0,1.0,0.1,,0,0,森罗物语（厨房）,False,金币,金币,0,1.0,64,0.0,0.9,0.1,[]
255,3:green_chili,64,0,3.2,2.0,,0,0,森罗物语（厨房）,False,金币,金币,0,1.0,20,0.1,0.9,0.1,[]
256,3:tomato,64,0,3.2,2.0,,0,0,森罗物语（厨房）,False,金币,金币,0,1.0,20,0.1,0.9,0.1,[]
257,3:rice_panicle,64,0,3.2,2.0,,0,0,森罗物语（厨房）,False,金币,金币,0,1.0,20,0.1,0.9,0.1,[]
258,3:lettuce,64,0,3.2,2.0,,0,0,森罗物语（厨房）,False,金币,金币,0,1.0,20,0.1,0.9,0.1,[]
259,3:red_chili,64,0,3.2,2.0,,0,0,森罗物语（厨房）,False,金币,金币,0,1.0,20,0.1,0.9,0.1,[]
260,0:chorus_fruit,64,0,3.0,2.0,,0,0,食物,False,金币,金币,0,1.0,20,0.1,0.9,0.1,[]
261,0:resin_clump,64,0,3.0,1.0,,0,0,材料,False,金币,金币,0,1.0,20,0.1,0.9,0.1,[]
262,0:glow_ink_sac,64,0,3.0,2.0,,0,0,材料,False,金币,金币,0,1.0,20,0.1,0.9,0.1,[]
263,0:cocoa_beans,64,0,3.0,2.0,,0,0,食物,False,金币,金币,0,1.0,20,0.1,0.9,0.1,[]
264,0:lapis_lazuli,64,0,10.0,5.0,,0,0,材料,False,金币,金币,0,1.0,10,0.1,0.9,0.1,[]
265,0:elytra,,432,13140.0,5200.0,,0,0,其他,False,金币,金币,0,1.0,1,0.9,0.9,0.1,[]
266,0:totem_of_undying,,0,300.0,200.0,,0,0,其他,False,金币,金币,0,1.0,1,0.2,0.5,0.1,[]
267,0:axolotl_bucket,,0,300.0,0.0,,0,0,其他,False,金币,金币,0,1.0,64,0.0,0.9,0.1,[]
268,0:water_bucket,,0,40.0,0.0,,0,0,,False,金币,金币,0,1.0,64,0.0,0.9,0.1,[]
269,0:lava_bucket,,0,50.0,0.0,,0,0,其他,False,金币,金币,0,1.0,64,0.0,0.9,0.1,[]
270,0:milk_bucket,,0,40.0,0.0,,0,0,其他,False,金币,金币,0,1.0,64,0.0,0.9,0.1,[]
271,0:glowstone_dust,64,0,3.0,1.3,,0,0,材料,False,金币,金币,0,1.0,20,0.1,0.9,0.1,[]
272,0:netherite_scrap,64,0,2000.0,600.0,,0,0,材料,False,金币,金币,0,1.0,1,0.5,0.9,0.1,[]
273,0:white_wool,64,0,3.0,2.0,,0,0,材料,False,金币,金币,0,1.0,20,0.1,0.9,0.1,[]
274,0:ghast_tear,64,0,30.0,15.0,,0,0,材料,False,金币,金币,0,1.0,10,0.2,0.9,0.1,[]
275,0:nether_star,64,0,6666.0,2000.0,,0,0,材料,False,金币,金币,0,1.0,1,0.5,0.9,0.1,[]
276,0:ender_pearl,16,0,30.0,15.0,,0,0,材料,False,金币,金币,0,1.0,10,0.2,0.9,0.1,[]
277,0:slime_ball,64,0,30.0,15.0,,0,0,材料,False,金币,金币,0,1.0,10,0.2,0.9,0.1,[]
278,0:shulker_shell,64,0,300.0,100.0,,0,0,材料,False,金币,金币,0,1.0,1,0.5,0.9,0.1,[]
279,0:amethyst_shard,64,0,3.0,1.5,,0,0,材料,False,金币,金币,0,1.0,20,0.1,0.9,0.1,[]
280,0:prismarine_crystals,64,0,3.0,1.5,,0,0,材料,False,金币,金币,0,1.0,20,0.1,0.9,0.1,[]
281,0:nautilus_shell,64,0,3.0,1.5,,0,0,材料,False,金币,金币,0,1.0,20,0.1,0.9,0.1,[]
282,0:heart_of_the_sea,64,0,1200.0,500.0,,0,0,材料,False,金币,金币,0,1.0,1,0.5,0.9,0.1,[]
283,0:phantom_membrane,64,0,5.0,3.0,,0,0,材料,False,金币,金币,0,1.0,20,0.1,0.9,0.1,[]
284,0:string,5,0,3.0,1.5,,0,0,材料,False,金币,金币,0,1.0,20,0.1,0.9,0.1,null
285,0:magma_cream,64,0,3.0,1.5,,0,0,材料,False,金币,金币,0,1.0,20,0.1,0.9,0.1,[]
286,0:blaze_rod,64,0,50.0,20.0,,0,0,材料,False,金币,金币,0,1.0,3,0.15,0.9,0.1,[]
287,0:rabbit_foot,64,0,3.0,1.5,,0,0,材料,False,金币,金币,0,1.0,20,0.1,0.9,0.1,[]
288,0:rabbit_hide,64,0,3.0,1.5,,0,0,材料,False,金币,金币,0,1.0,20,0.1,0.9,0.1,[]
289,0:leather,64,0,3.0,1.5,,0,0,材料,False,金币,金币,0,1.0,20,0.1,0.9,0.1,[]
290,0:gunpowder,64,0,3.0,1.5,,0,0,材料,False,金币,金币,0,1.0,20,0.1,0.9,0.1,[]
291,0:flint,64,0,3.0,1.5,,0,0,材料,False,金币,金币,0,1.0,20,0.1,0.9,0.1,[]
292,0:feather,64,0,3.0,1.5,,0,0,材料,False,金币,金币,0,1.0,20,0.1,0.9,0.1,[]
293,0:prismarine_shard,64,0,3.0,1.5,,0,0,材料,False,金币,金币,0,1.0,20,0.1,0.9,0.1,[]
294,0:clay_ball,64,0,3.0,1.5,,0,0,材料,False,金币,金币,0,1.0,20,0.1,0.9,0.1,[]
295,0:quartz,64,0,3.0,1.5,,0,0,材料,False,金币,金币,0,1.0,20,0.1,0.9,0.1,[]
296,0:diamond,64,0,200.0,180.0,,0,0,材料,False,金币,金币,0,0.0,1,0.2,0.6,0.1,[]
297,0:emerald,64,0,50.0,25.0,,0,0,材料,False,金币,金币,0,1.0,1,0.2,0.9,0.1,[]
298,0:gold_ingot,64,0,25.0,20.0,,0,0,材料,False,金币,金币,0,0.2,1,0.2,0.9,0.1,[]
299,0:iron_ingot,64,0,12.0,6.0,,0,0,材料,False,金币,金币,0,1.0,20,0.1,0.9,0.1,[]
300,0:copper_ingot,64,0,3.0,2.0,,0,0,材料,False,金币,金币,0,1.0,20,0.1,0.9,0.1,[]
301,0:charcoal,64,0,3.0,2.0,,0,0,材料,False,金币,金币,0,1.0,20,0.1,0.9,0.1,[]
302,0:coal,64,0,3.0,2.0,,0,0,材料,False,金币,金币,0,0.0,20,0.1,0.9,0.1,[]
303,0:closed_eyeblossom,64,0,3.0,1.0,,0,0,材料,False,金币,金币,0,1.0,64,0.0,0.9,0.1,[]
304,0:dandelion,64,0,3.0,1.0,,0,0,材料,False,金币,金币,0,1.0,64,0.0,0.9,0.1,[]
305,0:poppy,64,0,3.0,1.0,,0,0,材料,False,金币,金币,0,1.0,64,0.0,0.9,0.1,[]
306,0:allium,64,0,3.0,1.0,,0,0,材料,False,金币,金币,0,1.0,64,0.0,0.9,0.1,[]
307,0:azure_bluet,64,0,3.0,1.0,,0,0,材料,False,金币,金币,0,1.0,64,0.0,0.9,0.1,[]
308,0:white_tulip,64,0,3.0,1.0,,0,0,材料,False,金币,金币,0,1.0,64,0.0,0.9,0.1,[]
309,0:pink_tulip,64,0,3.0,1.0,,0,0,材料,False,金币,金币,0,1.0,64,0.0,0.9,0.1,[]
310,0:oxeye_daisy,64,0,3.0,1.0,,0,0,材料,False,金币,金币,0,1.0,64,0.0,0.9,0.1,[]
311,0:lily_of_the_valley,64,0,3.0,1.0,,0,0,材料,False,金币,金币,0,1.0,64,0.0,0.9,0.1,[]
312,0:rose_bush,64,0,3.0,1.0,,0,0,材料,False,金币,金币,0,1.0,64,0.0,0.9,0.1,[]
313,0:pitcher_plant,64,0,3.0,1.0,,0,0,材料,False,金币,金币,0,1.0,64,0.0,0.9,0.1,[]
314,0:wildflowers,64,0,3.0,1.0,,0,0,材料,False,金币,金币,0,1.0,64,0.0,0.9,0.1,[]
315,0:torchflower,64,0,3.0,1.0,,0,0,材料,False,金币,金币,0,1.0,64,0.0,0.9,0.1,[]
316,0:open_eyeblossom,64,0,3.0,1.0,,0,0,材料,False,金币,金币,0,1.0,64,0.0,0.9,0.1,[]
317,0:blue_orchid,64,0,3.0,1.0,,0,0,材料,False,金币,金币,0,1.0,64,0.0,0.9,0.1,[]
318,0:red_tulip,64,0,3.0,1.0,,0,0,材料,False,金币,金币,0,1.0,64,0.0,0.9,0.1,[]
319,0:orange_tulip,64,0,3.0,1.0,,0,0,材料,False,金币,金币,0,1.0,64,0.0,0.9,0.1,[]
320,0:cornflower,64,0,3.0,1.0,,0,0,材料,False,金币,金币,0,1.0,64,0.0,0.9,0.1,[]
321,0:sunflower,64,0,3.0,1.0,,0,0,材料,False,金币,金币,0,1.0,64,0.0,0.9,0.1,[]
322,0:lilac,64,0,3.0,1.0,,0,0,材料,False,金币,金币,0,1.0,64,0.0,0.9,0.1,[]
323,0:peony,64,0,3.0,1.0,,0,0,材料,False,金币,金币,0,1.0,64,0.0,0.9,0.1,[]
324,0:pink_petals,64,0,3.0,1.0,,0,0,材料,False,金币,金币,0,1.0,64,0.0,0.9,0.1,[]
325,0:cactus_flower,64,0,3.0,1.0,,0,0,材料,False,金币,金币,0,1.0,64,0.0,0.9,0.1,[]
326,0:pink_dye,64,0,3.0,1.0,,0,0,材料,False,金币,金币,0,1.0,64,0.0,0.9,0.1,[]
327,0:purple_dye,64,0,3.0,1.0,,0,0,材料,False,金币,金币,0,1.0,64,0.0,0.9,0.1,[]
328,0:orange_dye,64,0,3.0,1.0,,0,0,材料,False,金币,金币,0,1.0,64,0.0,0.9,0.1,[]
329,0:white_dye,64,0,3.0,1.0,,0,0,材料,False,金币,金币,0,1.0,64,0.0,0.9,0.1,[]
330,0:magenta_dye,64,0,3.0,1.0,,0,0,材料,False,金币,金币,0,1.0,64,0.0,0.9,0.1,[]
331,0:blue_dye,64,0,3.0,1.0,,0,0,材料,False,金币,金币,0,1.0,64,0.0,0.9,0.1,[]
332,0:light_blue_dye,64,0,3.0,1.0,,0,0,材料,False,金币,金币,0,1.0,64,0.0,0.9,0.1,[]
333,0:cyan_dye,64,0,3.0,1.0,,0,0,材料,False,金币,金币,0,1.0,64,0.0,0.9,0.1,[]
334,0:green_dye,64,0,3.0,1.0,,0,0,材料,False,金币,金币,0,1.0,64,0.0,0.9,0.1,[]
335,0:lime_dye,64,0,3.0,1.0,,0,0,材料,False,金币,金币,0,1.0,64,0.0,0.9,0.1,[]
336,0:yellow_dye,64,0,3.0,1.0,,0,0,材料,False,金币,金币,0,1.0,64,0.0,0.9,0.1,[]
337,0:red_dye,64,0,3.0,1.0,,0,0,材料,False,金币,金币,0,1.0,64,0.0,0.9,0.1,[]
338,0:brown_dye,64,0,3.0,1.0,,0,0,材料,False,金币,金币,0,1.0,64,0.0,0.9,0.1,[]
339,0:black_dye,64,0,3.0,1.0,,0,0,材料,False,金币,金币,0,1.0,64,0.0,0.9,0.1,[]
340,0:gray_dye,64,0,3.0,1.0,,0,0,材料,False,金币,金币,0,1.0,64,0.0,0.9,0.1,[]
341,0:light_gray_dye,64,0,3.0,1.0,,0,0,材料,False,金币,金币,0,0.5,64,0.0,0.9,0.1,[]
342,0:pufferfish,64,0,3.0,1.5,,0,0,食物,False,金币,金币,0,1.0,20,0.1,0.9,0.1,[]
343,0:tropical_fish,64,0,3.0,1.5,,0,0,食物,False,金币,金币,0,1.0,20,0.1,0.9,0.1,[]
344,0:salmon,64,0,3.0,2.0,,0,0,食物,False,金币,金币,0,1.0,20,0.1,0.9,0.1,[]
345,0:cod,64,0,3.0,2.0,,0,0,食物,False,金币,金币,0,1.0,20,0.1,0.9,0.1,[]
346,0:rabbit,64,0,3.6,3.0,,0,0,食物,False,金币,金币,0,1.0,20,0.1,0.9,0.1,[]
347,0:porkchop,64,0,3.2,2.2,,0,0,食物,False,金币,金币,0,1.0,20,0.1,0.9,0.1,[]
348,0:mutton,64,0,3.0,2.0,,0,0,食物,False,金币,金币,0,1.0,20,0.1,0.9,0.1,null
349,0:beef,64,0,3.2,2.3,,0,0,食物,False,金币,金币,0,1.0,20,0.1,0.9,0.1,[]
350,0:chicken,64,0,3.0,1.9,,0,0,食物,False,金币,金币,0,0.5,20,0.1,0.9,0.1,[]
351,0:pumpkin,64,0,3.0,2.3,,0,0,食物,False,金币,金币,0,1.0,20,0.1,0.9,0.1,[]
352,0:glow_berries,64,0,3.0,2.0,,0,0,食物,False,金币,金币,0,1.0,20,0.1,0.9,0.1,[]
353,0:sweet_berries,64,0,2.5,1.6,,0,0,食物,False,金币,金币,0,1.0,20,0.1,0.9,0.1,[]
354,0:melon_slice,64,0,2.5,1.6,,0,0,食物,False,金币,金币,0,1.0,20,0.1,0.9,0.1,[]
355,0:apple,64,0,3.2,2.3,,0,0,食物,False,金币,金币,0,1.0,20,0.1,0.9,0.1,[]
356,0:carrot,64,0,3.0,2.0,,0,0,食物,False,金币,金币,0,1.0,20,0.1,0.9,0.1,[]
357,0:potato,64,0,3.0,1.8,,0,0,食物,False,金币,金币,0,1.0,20,0.1,0.9,0.1,[]
358,0:beetroot,64,0,3.0,1.8,,0,0,食物,False,金币,金币,0,1.0,20,0.1,0.9,0.1,[]
359,0:wheat,64,0,3.0,2.0,,0,0,食物,False,金币,金币,0,0.6666666666666666,20,0.1,0.9,0.1,[]
360,3:tomato_seed,64,0,1.0,0.4,,0,0,森罗物语（厨房）,False,金币,金币,1,0.4,64,0.0,0.9,0.1,[]
361,3:lettuce_seed,64,0,1.0,0.4,,0,0,森罗物语（厨房）,False,金币,金币,1,0.4,64,0.0,0.9,0.1,[]
362,3:wild_rice_seed,64,0,1.0,0.4,,0,0,森罗物语（厨房）,False,金币,金币,1,0.4,64,0.0,0.9,0.1,[]
363,3:chili_seed,64,0,1.0,0.4,,0,0,森罗物语（厨房）,False,金币,金币,1,0.4,64,0.0,0.9,0.1,[]
364,0:beetroot_seeds,64,0,1.0,0.4,,0,0,材料,False,金币,金币,1,0.4,64,0.0,0.9,0.1,[]
365,0:melon_seeds,64,0,1.0,0.4,,0,0,材料,False,金币,金币,1,0.4,64,0.0,0.9,0.1,[]
366,0:pumpkin_seeds,64,0,1.0,0.4,,0,0,材料,False,金币,金币,1,0.4,64,0.0,0.9,0.1,[]
367,0:wheat_seeds,64,0,1.0,0.4,,0,0,材料,False,金币,金币,1,0.4,64,0.0,0.9,0.1,[]
368,0:kelp,64,0,0.5,0.25,,0,0,食物,False,金币,金币,1,0.5,30,0.1,0.9,0.1,[]
369,0:honeycomb,64,0,2.0,1.0,,0,0,食物,False,金币,金币,1,0.5,10,0.1,0.9,0.1,[]
370,0:rotten_flesh,14,0,0.5,0.25,,0,0,食物,False,金币,金币,1,0.5,30,0.1,0.9,0.1,[]
371,0:bamboo,64,0,2.0,1.0,,0,0,食物,False,金币,金币,1,0.5,20,0.1,0.9,0.1,[]
372,0:ink_sac,64,0,2.0,1.0,,0,0,材料,False,金币,金币,1,0.5,10,0.1,0.9,0.1,[]
373,0:egg,16,0,2.0,1.0,,0,0,食物,False,金币,金币,1,0.5,16,0.1,0.9,0.1,[]
374,0:sugar_cane,64,0,2.5,1.25,,0,0,材料,False,金币,金币,1,0.5,10,0.15,0.9,0.1,[]
375,0:spider_eye,64,0,2.0,1.0,,0,0,食物,False,金币,金币,1,0.5,10,0.1,0.9,0.1,[]
376,0:bone,,0,3.0,1.5,,0,0,材料,False,金币,金币,1,0.5,10,0.1,0.9,0.1,[]
377,0:cherry_log,64,0,1.0,0.5,,0,0,材料,False,金币,金币,0,1.0,64,0.0,0.9,0.1,[]
378,0:mangrove_log,64,0,1.0,0.5,,0,0,材料,False,金币,金币,0,1.0,64,0.0,0.9,0.1,[]
379,0:dark_oak_log,64,0,1.0,0.5,,0,0,材料,False,金币,金币,0,1.0,64,0.0,0.9,0.1,[]
380,0:acacia_log,64,0,1.0,0.5,,0,0,材料,False,金币,金币,0,1.0,64,0.0,0.9,0.1,[]
381,0:jungle_log,64,0,1.0,0.5,,0,0,材料,False,金币,金币,0,1.0,64,0.0,0.9,0.1,[]
382,0:birch_log,64,0,1.0,0.5,,0,0,材料,False,金币,金币,0,1.0,64,0.0,0.9,0.1,[]
383,0:spruce_log,64,0,1.0,0.5,,0,0,材料,False,金币,金币,0,0.5,64,0.0,0.9,0.1,[]
384,0:oak_log,64,0,1.0,0.5,,0,0,材料,False,金币,金币,0,0.5,64,0.0,0.9,0.1,[]
385,0:cobblestone,64,0,0.1,0.05,,0,0,材料,False,金币,金币,0,1.0,64,0.0,0.9,0.1,null
386,4:command_item,64,0,1.0,0.0,,0,0,§6基金,False,基金,金币,0,1.0,64,0.0,0.9,0.1,[]
387,4:command_item,64,0,10.0,0.0,,0,0,§6基金,False,金币,金币,0,1.0,64,0.0,0.9,0.1,[]
